student id,Gender,scores submitted,SAT Reading Writing Range,SAT Math Range,ACT Composite Range,High School Ranking,GPA Range,Out of State Flag,Housing,Non-Traditional Student,Transfer Student,Full-Time
055-71-0157,Female,SAT,500-599,400-499,,,2.50-2.99,Yes,College Owned/Operated,No,No,Yes
485-49-1475,Female,SAT,500-599,500-599,,,2.50-2.99,No,College Owned/Operated,No,No,Yes
906-88-4926,Female,ACT,,,18-23,,2.50-2.99,No,Off-Campus,No,No,Yes
826-03-9897,Female,ACT,,,18-23,Top 10,3.75+,No,College Owned/Operated,No,No,No
844-42-5227,Male,ACT,,,12-17,,2.0-2.49,No,College Owned/Operated,No,No,No
153-98-8721,Male,ACT,,,18-23,Bottom Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
307-09-5051,Female,ACT,,,24-29,Bottom Quarter,3.25-3.49,No,College Owned/Operated,Yes,No,Yes
010-02-4826,Male,ACT,,,24-29,,2.50-2.99,No,College Owned/Operated,No,No,Yes
252-52-1751,Female,SAT,400-499,400-499,,,2.0-2.49,No,Off-Campus,No,Yes,Yes
691-41-4963,Female,ACT,,,12-17,,2.50-2.99,No,College Owned/Operated,No,No,Yes
735-73-1295,Male,ACT,,,18-23,Top Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
603-82-4116,Male,SAT,500-599,500-599,,Bottom Half,3.50-3.74,No,College Owned/Operated,No,No,No
385-04-8150,Male,ACT,,,24-29,Top Half,3.00-3.24,No,College Owned/Operated,No,No,No
872-10-2918,Male,SAT,400-499,600-699,,Top Half,2.0-2.49,No,College Owned/Operated,No,No,Yes
596-64-6730,Female,ACT,,,12-17,,2.50-2.99,Yes,College Owned/Operated,No,No,No
640-15-7849,Male,SAT,500-599,600-699,,Top Half,3.00-3.24,No,Off-Campus,No,No,Yes
607-93-4771,Female,SAT,400-499,600-699,,Top Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
710-37-1068,Female,ACT,,,18-23,Bottom Half,2.0-2.49,No,Off-Campus,No,No,Yes
454-45-3240,Female,SAT,500-599,700-800,,,2.0-2.49,No,College Owned/Operated,No,Yes,Yes
065-97-6702,Male,SAT,500-599,500-599,,,2.0-2.49,No,College Owned/Operated,No,No,No
441-13-0876,Male,ACT,,,18-23,,1.0-1.99,No,College Owned/Operated,No,No,Yes
856-52-7674,Male,ACT,,,18-23,Top Half,1.0-1.99,No,College Owned/Operated,Yes,Yes,Yes
079-63-0311,Male,ACT,,,18-23,Top Quarter,2.0-2.49,No,College Owned/Operated,No,No,No
703-09-7472,Male,ACT,,,12-17,Top Quarter,3.50-3.74,No,Off-Campus,No,No,Yes
977-37-7533,Female,SAT,500-599,600-699,,Top Half,3.25-3.49,No,College Owned/Operated,No,No,Yes
553-71-5378,Female,SAT,500-599,600-699,,Top Half,2.50-2.99,No,College Owned/Operated,No,No,Yes
212-41-2380,Male,ACT,,,18-23,,3.75+,No,College Owned/Operated,No,No,Yes
394-88-0745,Male,ACT,,,18-23,Top Half,3.00-3.24,No,College Owned/Operated,No,No,No
181-65-4892,Male,ACT,,,18-23,Bottom Quarter,2.50-2.99,No,College Owned/Operated,No,No,Yes
450-34-1250,Female,ACT,,,30-36,,3.50-3.74,Yes,College Owned/Operated,No,No,Yes
969-06-0219,Female,SAT,400-499,500-599,,,3.75+,No,College Owned/Operated,No,No,Yes
748-02-4015,Male,SAT,500-599,500-599,,,3.75+,No,College Owned/Operated,No,No,Yes
776-94-7329,Male,ACT,,,18-23,Bottom Half,3.50-3.74,No,College Owned/Operated,No,Yes,Yes
126-76-9255,Female,ACT,,,30-36,Top Quarter,3.25-3.49,No,College Owned/Operated,No,No,No
034-39-9029,Male,SAT,500-599,600-699,,,3.75+,No,College Owned/Operated,No,No,No
617-80-7477,Female,ACT,,,18-23,Top Half,2.0-2.49,No,College Owned/Operated,No,No,Yes
420-24-7414,Female,SAT,500-599,400-499,,,3.00-3.24,No,College Owned/Operated,No,No,Yes
678-47-0091,Female,ACT,,,24-29,,3.25-3.49,No,College Owned/Operated,No,No,No
690-75-7136,Male,SAT,500-599,500-599,,,3.50-3.74,Yes,Off-Campus,No,No,Yes
806-08-3025,Female,ACT,,,18-23,,2.0-2.49,No,Off-Campus,No,No,Yes
476-26-0318,Male,ACT,,,18-23,,2.50-2.99,Yes,College Owned/Operated,No,No,Yes
994-00-2801,Female,SAT,600-699,500-599,,,3.25-3.49,No,College Owned/Operated,No,No,Yes
192-03-2751,Male,ACT,,,12-17,,3.00-3.24,No,College Owned/Operated,No,No,Yes
892-49-7731,Female,SAT,400-499,500-599,,Top Half,3.50-3.74,Yes,College Owned/Operated,No,Yes,Yes
714-11-1222,Female,ACT,,,18-23,,2.50-2.99,No,College Owned/Operated,No,No,Yes
663-34-8348,Female,SAT,500-599,500-599,,Bottom Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
691-04-1271,Female,ACT,,,18-23,Top Half,2.0-2.49,No,College Owned/Operated,No,No,Yes
969-61-8225,Female,ACT,,,18-23,,3.75+,No,College Owned/Operated,No,No,Yes
134-42-1848,Female,ACT,,,12-17,Bottom Quarter,2.50-2.99,No,College Owned/Operated,No,No,Yes
725-76-2033,Male,ACT,,,18-23,Top Half,3.25-3.49,No,College Owned/Operated,No,No,Yes
773-52-0700,Male,ACT,,,24-29,Top Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
946-08-4102,Male,ACT,,,18-23,Top Half,2.0-2.49,No,College Owned/Operated,No,No,Yes
176-79-1716,Male,SAT,500-599,500-599,,,3.25-3.49,No,College Owned/Operated,No,No,Yes
901-14-2921,Male,ACT,,,12-17,,2.50-2.99,No,College Owned/Operated,No,No,Yes
347-54-9392,Male,ACT,,,18-23,Bottom Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
318-95-4293,Male,ACT,,,18-23,,1.0-1.99,No,College Owned/Operated,No,No,Yes
390-60-2954,Male,SAT,500-599,500-599,,,3.50-3.74,No,College Owned/Operated,No,No,Yes
135-45-0719,Female,SAT,400-499,400-499,,,3.25-3.49,No,College Owned/Operated,No,No,Yes
853-27-7571,Female,ACT,,,24-29,,3.25-3.49,No,College Owned/Operated,No,No,Yes
191-76-3675,Male,SAT,500-599,500-599,,,3.25-3.49,No,College Owned/Operated,No,No,Yes
487-70-2676,Female,ACT,,,24-29,,3.25-3.49,No,College Owned/Operated,No,No,No
303-52-6796,Female,ACT,,,18-23,,2.50-2.99,No,College Owned/Operated,No,No,Yes
103-94-1293,Female,SAT,600-699,400-499,,,2.0-2.49,No,Off-Campus,No,No,No
195-89-0640,Male,ACT,,,12-17,Bottom Half,1.0-1.99,No,College Owned/Operated,No,No,No
928-09-8103,Male,ACT,,,30-36,Top Half,3.75+,No,College Owned/Operated,No,No,No
587-31-7031,Female,ACT,,,12-17,Top Quarter,3.00-3.24,No,College Owned/Operated,No,No,Yes
737-51-5653,Male,ACT,,,18-23,Top Half,2.0-2.49,Yes,College Owned/Operated,No,No,Yes
288-90-8826,Male,ACT,,,30-36,,3.00-3.24,No,College Owned/Operated,No,No,Yes
701-02-4386,Male,ACT,,,18-23,Top Half,3.50-3.74,No,Off-Campus,No,No,Yes
251-03-9517,Female,SAT,500-599,400-499,,Bottom Half,2.50-2.99,Yes,College Owned/Operated,No,No,Yes
457-08-9136,Male,ACT,,,12-17,,3.50-3.74,No,College Owned/Operated,No,No,Yes
409-75-1494,Male,ACT,,,18-23,Top Half,2.50-2.99,No,College Owned/Operated,No,No,Yes
565-97-3838,Trans,ACT,,,24-29,,1.0-1.99,No,College Owned/Operated,No,No,Yes
580-19-2656,Male,SAT,500-599,500-599,,,3.75+,No,College Owned/Operated,No,No,Yes
536-68-4620,Not Disclosed,SAT,500-599,600-699,,,2.50-2.99,No,College Owned/Operated,No,No,Yes
843-64-9574,Male,ACT,,,12-17,Top Quarter,3.25-3.49,No,Off-Campus,No,No,Yes
283-89-0613,Male,SAT,400-499,600-699,,,2.0-2.49,No,College Owned/Operated,No,No,Yes
864-16-7834,Male,SAT,400-499,500-599,,Top Half,3.50-3.74,No,College Owned/Operated,No,Yes,No
723-18-2537,Male,SAT,500-599,400-499,,Top Half,3.25-3.49,Yes,Off-Campus,No,No,Yes
364-93-4710,Female,SAT,600-699,500-599,,,1.0-1.99,No,College Owned/Operated,No,No,Yes
338-52-4581,Male,SAT,400-499,400-499,,Top Half,2.0-2.49,Yes,College Owned/Operated,No,No,Yes
902-47-1415,Male,ACT,,,12-17,Top Half,3.00-3.24,No,College Owned/Operated,No,No,Yes
375-78-4321,Male,ACT,,,12-17,Bottom Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
786-13-8804,Female,ACT,,,18-23,,3.50-3.74,No,College Owned/Operated,No,No,No
014-80-2871,Male,ACT,,,12-17,Top Quarter,2.50-2.99,No,College Owned/Operated,Yes,No,No
137-82-3553,Male,ACT,,,18-23,,3.00-3.24,Yes,College Owned/Operated,No,No,Yes
985-47-8978,Female,SAT,600-699,600-699,,Top Quarter,3.00-3.24,No,College Owned/Operated,No,Yes,Yes
721-25-9838,Male,SAT,500-599,500-599,,,3.75+,No,Off-Campus,No,No,Yes
263-76-6698,Male,ACT,,,18-23,Bottom Half,1.0-1.99,No,College Owned/Operated,No,No,No
503-18-4524,Male,SAT,400-499,500-599,,,3.00-3.24,No,College Owned/Operated,No,No,Yes
626-60-7270,Female,SAT,500-599,600-699,,,3.00-3.24,No,College Owned/Operated,No,No,Yes
468-59-8812,Male,ACT,,,18-23,Top Quarter,3.00-3.24,Yes,College Owned/Operated,No,Yes,Yes
684-03-4783,Female,ACT,,,30-36,,3.00-3.24,Yes,College Owned/Operated,No,Yes,Yes
629-03-7839,Female,ACT,,,18-23,,3.25-3.49,No,College Owned/Operated,No,No,No
745-31-5997,Female,SAT,600-699,500-599,,Top Half,3.75+,No,College Owned/Operated,No,No,Yes
967-65-6934,Male,SAT,500-599,400-499,,,3.00-3.24,No,Off-Campus,No,No,Yes
698-93-9253,Female,SAT,500-599,500-599,,,3.50-3.74,No,College Owned/Operated,No,No,Yes
868-90-4286,Male,ACT,,,18-23,Bottom Half,3.00-3.24,No,Off-Campus,No,No,Yes
600-50-8321,Male,ACT,,,12-17,,3.00-3.24,Yes,College Owned/Operated,No,No,Yes
574-60-5074,Female,ACT,,,12-17,,2.0-2.49,No,College Owned/Operated,No,No,No
047-38-4439,Male,SAT,400-499,500-599,,Top Half,3.50-3.74,No,College Owned/Operated,No,No,No
905-38-9047,Male,SAT,500-599,400-499,,Bottom Half,3.00-3.24,No,College Owned/Operated,No,No,Yes
812-44-8175,Male,ACT,,,18-23,Top Half,3.50-3.74,No,Off-Campus,No,No,No
589-05-5209,Female,ACT,,,18-23,,3.50-3.74,No,College Owned/Operated,No,No,Yes
844-94-1746,Female,SAT,500-599,400-499,,Bottom Half,2.0-2.49,No,College Owned/Operated,No,No,Yes
704-18-6900,Female,SAT,500-599,500-599,,Top Half,3.75+,No,Off-Campus,No,No,No
466-95-8391,Not Disclosed,SAT,500-599,400-499,,Top Quarter,3.25-3.49,No,College Owned/Operated,No,No,No
061-90-5247,Female,SAT,500-599,500-599,,,3.25-3.49,No,College Owned/Operated,No,No,Yes
005-72-6398,Male,ACT,,,18-23,Bottom Quarter,3.75+,No,College Owned/Operated,No,No,Yes
738-29-2570,Female,SAT,500-599,500-599,,Top Half,3.25-3.49,Yes,College Owned/Operated,No,No,Yes
069-50-1021,Female,ACT,,,30-36,,1.0-1.99,No,College Owned/Operated,No,No,Yes
042-00-7413,Male,SAT,400-499,400-499,,Bottom Half,3.25-3.49,Yes,College Owned/Operated,No,No,Yes
359-97-2134,Male,ACT,,,24-29,Top Half,1.0-1.99,No,College Owned/Operated,No,No,No
904-93-2832,Female,SAT,400-499,400-499,,Top Half,3.25-3.49,No,College Owned/Operated,No,No,Yes
840-15-3607,Male,ACT,,,30-36,,1.0-1.99,No,Off-Campus,No,No,Yes
333-00-6758,Male,ACT,,,18-23,Top Half,3.25-3.49,No,College Owned/Operated,No,No,Yes
039-66-2485,Female,ACT,,,18-23,Bottom Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
193-61-0029,Female,SAT,500-599,400-499,,,3.00-3.24,No,College Owned/Operated,No,No,Yes
248-21-9289,Female,ACT,,,12-17,Top Half,3.00-3.24,No,College Owned/Operated,No,No,No
533-76-0361,Female,ACT,,,12-17,Bottom Quarter,3.00-3.24,No,College Owned/Operated,No,No,Yes
145-23-5676,Male,SAT,500-599,600-699,,,2.50-2.99,Yes,College Owned/Operated,No,No,Yes
288-55-9391,Male,SAT,400-499,500-599,,Top Half,3.50-3.74,No,College Owned/Operated,No,No,No
500-23-2367,Male,SAT,400-499,500-599,,Top Half,2.0-2.49,No,College Owned/Operated,No,No,Yes
794-27-4314,Female,ACT,,,12-17,Top Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
982-11-5528,Female,ACT,,,12-17,,2.0-2.49,No,Off-Campus,No,No,Yes
493-89-8914,Male,SAT,500-599,500-599,,,2.0-2.49,Yes,College Owned/Operated,No,No,Yes
155-13-3035,Male,ACT,,,24-29,Top Quarter,3.25-3.49,Yes,College Owned/Operated,No,No,Yes
188-28-6454,Male,ACT,,,12-17,,3.25-3.49,No,College Owned/Operated,No,No,Yes
331-85-2490,Male,ACT,,,24-29,Top Half,3.25-3.49,Yes,College Owned/Operated,No,No,Yes
021-29-1709,Female,SAT,500-599,400-499,,,1.0-1.99,No,College Owned/Operated,No,No,Yes
324-77-5061,Male,SAT,500-599,500-599,,Bottom Half,3.00-3.24,No,College Owned/Operated,No,No,Yes
145-35-0437,Female,ACT,,,18-23,,1.0-1.99,No,College Owned/Operated,No,No,Yes
473-87-2037,Male,ACT,,,18-23,,1.0-1.99,No,College Owned/Operated,No,No,Yes
424-59-5453,Female,SAT,400-499,400-499,,Top Quarter,3.25-3.49,No,College Owned/Operated,No,No,No
512-08-1200,Female,ACT,,,18-23,,2.0-2.49,No,College Owned/Operated,No,No,Yes
923-34-3772,Female,ACT,,,18-23,Bottom Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
418-84-1536,Male,SAT,400-499,600-699,,,2.50-2.99,No,College Owned/Operated,No,No,Yes
222-95-2762,Female,ACT,,,30-36,Bottom Quarter,3.25-3.49,Yes,College Owned/Operated,No,Yes,Yes
985-79-7581,Female,ACT,,,18-23,Top Half,1.0-1.99,No,College Owned/Operated,No,No,No
832-12-9077,Female,ACT,,,18-23,Top Half,3.75+,No,College Owned/Operated,No,No,Yes
595-45-1143,Male,ACT,,,18-23,,1.0-1.99,No,College Owned/Operated,No,No,Yes
590-27-9429,Male,ACT,,,18-23,,2.50-2.99,No,College Owned/Operated,No,No,Yes
544-35-4504,Female,ACT,,,18-23,,2.50-2.99,No,College Owned/Operated,No,No,Yes
373-77-3708,Female,ACT,,,24-29,,3.25-3.49,Yes,College Owned/Operated,No,No,Yes
096-01-9927,Female,ACT,,,24-29,Top Half,3.75+,No,College Owned/Operated,No,No,No
265-80-4477,Male,ACT,,,24-29,,3.50-3.74,No,College Owned/Operated,No,No,Yes
205-60-6042,Male,ACT,,,24-29,Bottom Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
484-43-4811,Female,ACT,,,18-23,,3.25-3.49,No,College Owned/Operated,No,No,No
508-60-2041,Male,ACT,,,12-17,Top Half,1.0-1.99,No,College Owned/Operated,No,No,No
736-19-3466,Male,SAT,500-599,400-499,,,2.50-2.99,No,College Owned/Operated,No,No,Yes
372-76-2413,Male,ACT,,,18-23,Top 10,3.00-3.24,No,College Owned/Operated,No,No,Yes
562-76-7001,Female,SAT,400-499,500-599,,,3.75+,Yes,College Owned/Operated,No,No,Yes
725-11-6962,Female,ACT,,,30-36,,3.25-3.49,No,College Owned/Operated,No,No,Yes
872-13-2215,Male,ACT,,,18-23,Top 10,2.50-2.99,No,College Owned/Operated,No,No,Yes
635-79-4006,Female,ACT,,,24-29,Top Quarter,3.50-3.74,No,College Owned/Operated,No,No,Yes
827-67-2100,Female,ACT,,,18-23,,3.75+,No,College Owned/Operated,No,No,Yes
129-17-6517,Female,ACT,,,18-23,,2.0-2.49,Yes,College Owned/Operated,No,No,Yes
028-38-0825,Female,ACT,,,18-23,Top Half,1.0-1.99,No,College Owned/Operated,No,No,No
872-24-9241,Female,ACT,,,24-29,Top Half,2.50-2.99,No,College Owned/Operated,No,No,Yes
200-37-3918,Female,ACT,,,18-23,,2.50-2.99,No,College Owned/Operated,No,No,Yes
743-97-5188,Female,SAT,500-599,400-499,,Top Quarter,3.25-3.49,No,College Owned/Operated,No,No,Yes
297-99-5545,Male,ACT,,,24-29,Bottom Half,1.0-1.99,No,Off-Campus,No,No,Yes
331-80-0388,Male,SAT,500-599,600-699,,,1.0-1.99,No,College Owned/Operated,No,No,Yes
324-04-3302,Male,SAT,400-499,500-599,,,2.0-2.49,No,College Owned/Operated,No,No,No
549-77-0808,Male,SAT,500-599,400-499,,Bottom Half,3.25-3.49,Yes,College Owned/Operated,No,Yes,No
496-43-3515,Female,SAT,500-599,500-599,,Top Quarter,3.50-3.74,No,College Owned/Operated,No,No,Yes
399-79-1831,Male,ACT,,,18-23,Bottom Half,3.25-3.49,No,College Owned/Operated,No,No,Yes
305-69-0150,Male,SAT,500-599,400-499,,Top Quarter,1.0-1.99,No,College Owned/Operated,No,No,No
711-07-5424,Trans,ACT,,,24-29,Top Half,3.50-3.74,No,College Owned/Operated,No,Yes,Yes
153-87-1177,Male,SAT,400-499,500-599,,,2.0-2.49,No,Off-Campus,No,No,Yes
282-35-0222,Female,ACT,,,18-23,,3.50-3.74,No,College Owned/Operated,No,No,Yes
039-01-9252,Female,ACT,,,30-36,Top Half,3.00-3.24,No,College Owned/Operated,No,No,Yes
933-65-2937,Male,ACT,,,18-23,,1.0-1.99,No,College Owned/Operated,No,No,Yes
233-65-7610,Male,SAT,500-599,500-599,,Top 10,2.50-2.99,Yes,College Owned/Operated,No,No,Yes
501-54-2667,Female,ACT,,,24-29,Top Quarter,3.50-3.74,No,Off-Campus,No,No,No
716-16-6198,Male,ACT,,,18-23,,3.00-3.24,No,College Owned/Operated,No,No,Yes
669-98-5759,Male,ACT,,,18-23,Bottom Half,2.0-2.49,No,College Owned/Operated,No,Yes,Yes
073-50-2986,Male,SAT,500-599,500-599,,,1.0-1.99,Yes,College Owned/Operated,No,No,Yes
040-07-5972,Female,SAT,500-599,500-599,,Top Half,3.00-3.24,No,College Owned/Operated,No,No,Yes
033-77-2583,Female,ACT,,,24-29,,3.50-3.74,No,College Owned/Operated,No,No,Yes
898-31-0701,Female,ACT,,,18-23,,3.25-3.49,No,College Owned/Operated,No,No,Yes
999-50-9944,Male,ACT,,,18-23,Top Quarter,2.50-2.99,No,College Owned/Operated,No,No,No
652-78-6729,Female,ACT,,,18-23,Top Half,3.50-3.74,Yes,College Owned/Operated,No,No,Yes
648-89-3016,Female,SAT,500-599,400-499,,Top Half,3.00-3.24,No,College Owned/Operated,No,No,No
406-49-5713,Female,SAT,500-599,600-699,,Top Half,2.0-2.49,No,Off-Campus,No,No,No
032-81-3698,Male,ACT,,,24-29,,3.50-3.74,Yes,College Owned/Operated,No,No,No
084-98-5855,Male,ACT,,,18-23,,3.25-3.49,No,College Owned/Operated,No,No,Yes
855-49-3657,Female,SAT,500-599,600-699,,,3.00-3.24,Yes,College Owned/Operated,No,No,No
639-75-2098,Female,SAT,400-499,500-599,,,3.00-3.24,No,Off-Campus,No,No,Yes
886-13-8119,Trans,ACT,,,18-23,,3.00-3.24,Yes,College Owned/Operated,No,No,Yes
513-89-5147,Female,SAT,500-599,600-699,,,3.50-3.74,No,College Owned/Operated,No,No,Yes
298-18-6019,Female,SAT,500-599,400-499,,,3.75+,Yes,College Owned/Operated,No,No,Yes
712-71-7226,Male,SAT,500-599,400-499,,,3.25-3.49,No,College Owned/Operated,No,No,Yes
546-18-4942,Male,ACT,,,18-23,Top Quarter,2.50-2.99,No,College Owned/Operated,No,No,Yes
397-25-8706,Female,SAT,500-599,500-599,,,3.25-3.49,No,College Owned/Operated,No,No,Yes
113-82-4409,Male,ACT,,,18-23,Bottom Half,3.00-3.24,No,College Owned/Operated,No,No,Yes
414-67-6523,Female,ACT,,,24-29,Top Half,1.0-1.99,Yes,College Owned/Operated,No,No,Yes
451-52-1895,Male,SAT,500-599,500-599,,,3.00-3.24,No,College Owned/Operated,No,No,Yes
595-70-7537,Female,SAT,400-499,500-599,,Bottom Quarter,3.75+,No,College Owned/Operated,No,No,Yes
594-53-4521,Male,ACT,,,18-23,Bottom Quarter,2.0-2.49,No,Off-Campus,No,No,Yes
615-84-6548,Male,ACT,,,18-23,Bottom Half,2.0-2.49,No,College Owned/Operated,No,No,Yes
856-06-2491,Male,SAT,400-499,600-699,,,3.50-3.74,No,College Owned/Operated,Yes,No,No
132-47-1687,Female,SAT,500-599,500-599,,Bottom Half,3.75+,No,College Owned/Operated,No,No,Yes
786-26-3971,Male,SAT,500-599,500-599,,,2.0-2.49,No,College Owned/Operated,No,No,Yes
371-30-6188,Male,SAT,400-499,500-599,,Top Half,3.25-3.49,No,College Owned/Operated,No,No,Yes
239-72-2249,Female,ACT,,,18-23,,3.75+,No,College Owned/Operated,No,No,Yes
386-28-6277,Female,ACT,,,24-29,,2.0-2.49,No,College Owned/Operated,No,No,No
926-35-3153,Male,ACT,,,18-23,,2.50-2.99,No,College Owned/Operated,No,No,Yes
210-76-3932,Female,ACT,,,18-23,Top Half,3.75+,No,Off-Campus,No,No,Yes
427-69-8366,Male,SAT,400-499,500-599,,,3.25-3.49,No,College Owned/Operated,No,No,No
441-50-7722,Female,ACT,,,24-29,,2.0-2.49,No,College Owned/Operated,No,No,Yes
863-99-8458,Female,ACT,,,24-29,Top Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
287-09-9504,Female,SAT,500-599,500-599,,,3.25-3.49,No,College Owned/Operated,No,No,Yes
243-30-4940,Male,SAT,400-499,500-599,,Top Quarter,1.0-1.99,No,College Owned/Operated,No,No,Yes
004-11-2890,Not Disclosed,ACT,,,24-29,Top Half,2.0-2.49,No,College Owned/Operated,No,No,Yes
448-83-3683,Female,SAT,500-599,500-599,,Top Quarter,1.0-1.99,No,College Owned/Operated,No,No,Yes
829-01-2543,Female,ACT,,,12-17,Top Half,3.25-3.49,No,College Owned/Operated,No,No,Yes
700-03-9360,Female,ACT,,,12-17,Top 10,3.50-3.74,No,College Owned/Operated,Yes,No,Yes
176-40-3784,Male,ACT,,,24-29,Top Half,3.25-3.49,No,College Owned/Operated,Yes,No,No
958-87-5024,Male,ACT,,,12-17,Bottom Quarter,3.50-3.74,No,College Owned/Operated,No,No,Yes
453-55-5213,Male,ACT,,,24-29,Top Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
990-30-0272,Female,ACT,,,18-23,Top Quarter,3.75+,No,College Owned/Operated,No,No,No
197-93-4354,Female,SAT,600-699,400-499,,,3.00-3.24,No,College Owned/Operated,No,No,Yes
803-52-9247,Female,SAT,600-699,500-599,,,3.50-3.74,No,Off-Campus,No,No,No
717-43-7405,Male,SAT,500-599,500-599,,,2.50-2.99,No,College Owned/Operated,No,No,Yes
549-57-7707,Male,ACT,,,24-29,,1.0-1.99,Yes,College Owned/Operated,No,No,Yes
246-22-2458,Female,SAT,400-499,500-599,,Bottom Half,1.0-1.99,No,Off-Campus,No,No,Yes
699-35-7694,Male,ACT,,,18-23,Bottom Half,3.25-3.49,No,College Owned/Operated,No,Yes,No
880-44-8657,Female,SAT,500-599,400-499,,Bottom Half,3.50-3.74,No,College Owned/Operated,No,No,No
646-93-0333,Male,ACT,,,12-17,,3.25-3.49,No,College Owned/Operated,No,No,No
261-94-9291,Female,SAT,400-499,500-599,,Top Half,3.25-3.49,No,College Owned/Operated,No,No,Yes
717-66-7402,Male,ACT,,,18-23,,2.50-2.99,No,Off-Campus,No,No,No
469-40-9659,Female,ACT,,,24-29,,2.50-2.99,No,College Owned/Operated,No,No,Yes
362-22-8007,Male,ACT,,,18-23,Bottom Half,1.0-1.99,No,Off-Campus,No,No,No
093-50-4806,Male,SAT,500-599,600-699,,,3.75+,No,Off-Campus,No,No,Yes
793-38-7693,Female,ACT,,,18-23,Bottom Half,2.0-2.49,No,Off-Campus,No,No,Yes
872-62-8592,Male,SAT,500-599,500-599,,,2.0-2.49,Yes,College Owned/Operated,No,No,Yes
836-79-4791,Male,ACT,,,24-29,,2.0-2.49,No,College Owned/Operated,No,No,No
949-23-9670,Male,SAT,500-599,500-599,,Top 10,2.50-2.99,No,College Owned/Operated,No,No,No
588-12-2543,Female,SAT,400-499,600-699,,Top Half,3.25-3.49,No,College Owned/Operated,No,No,Yes
800-66-2962,Male,ACT,,,30-36,,3.75+,No,College Owned/Operated,No,No,Yes
337-73-6312,Male,ACT,,,18-23,Top Half,3.50-3.74,No,Off-Campus,No,No,Yes
631-15-2491,Female,ACT,,,18-23,,3.50-3.74,No,College Owned/Operated,No,No,No
292-56-9286,Male,ACT,,,18-23,Top Half,2.50-2.99,No,College Owned/Operated,No,No,Yes
195-18-9178,Female,ACT,,,18-23,Top Quarter,3.75+,No,College Owned/Operated,No,No,Yes
272-63-6277,Female,SAT,400-499,700-800,,Top Half,3.25-3.49,Yes,College Owned/Operated,No,No,No
881-75-8399,Male,SAT,600-699,500-599,,Bottom Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
177-83-0345,Female,ACT,,,24-29,,2.0-2.49,No,College Owned/Operated,No,No,Yes
805-99-4996,Female,ACT,,,12-17,Top 10,1.0-1.99,No,College Owned/Operated,No,No,Yes
980-76-1645,Male,ACT,,,18-23,Top Half,3.25-3.49,No,College Owned/Operated,No,No,Yes
295-80-6028,Female,ACT,,,18-23,,3.50-3.74,No,College Owned/Operated,No,No,Yes
696-75-5057,Male,ACT,,,18-23,,3.25-3.49,No,College Owned/Operated,No,No,Yes
367-80-8167,Male,ACT,,,12-17,Bottom Half,3.25-3.49,No,College Owned/Operated,No,No,Yes
867-56-0403,Male,SAT,500-599,500-599,,Top Quarter,3.25-3.49,No,College Owned/Operated,No,No,Yes
858-82-1302,Female,SAT,500-599,500-599,,Top 10,3.50-3.74,No,College Owned/Operated,No,No,No
387-51-0519,Female,ACT,,,18-23,,1.0-1.99,No,College Owned/Operated,No,No,Yes
972-46-6768,Female,ACT,,,24-29,,3.25-3.49,Yes,College Owned/Operated,No,No,Yes
465-46-0292,Male,SAT,400-499,500-599,,,3.75+,No,College Owned/Operated,No,No,Yes
564-02-4698,Female,ACT,,,24-29,Top Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
219-01-2528,Female,SAT,500-599,500-599,,Bottom Half,2.0-2.49,No,College Owned/Operated,No,No,Yes
995-10-2634,Male,ACT,,,18-23,Bottom Half,2.50-2.99,No,College Owned/Operated,No,No,No
908-39-7439,Male,ACT,,,12-17,Top Half,3.00-3.24,No,College Owned/Operated,No,No,Yes
421-63-5561,Female,SAT,600-699,500-599,,Top Quarter,3.75+,No,College Owned/Operated,No,No,Yes
196-88-3730,Female,ACT,,,18-23,,2.0-2.49,No,College Owned/Operated,No,No,Yes
485-75-1277,Male,SAT,400-499,500-599,,Bottom Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
270-57-2691,Male,ACT,,,12-17,,3.00-3.24,No,College Owned/Operated,No,No,No
754-48-1613,Female,ACT,,,18-23,Top Half,2.50-2.99,No,College Owned/Operated,No,No,Yes
