ticket_number,requestor_fname,requestor_lname,owner_group,issue_category,ticket_type,severity,days_open,statisfaction_score,ticket status,created_date
005-836425-6520-9-T,Enrichetta,Brise,Networking,Systems,Issue,2 - Medium,6,0 - Unknown,Open,5/4/2020
550-067204-7737-7-M,Mathe,Gillingwater,Hardware,Systems,Issue,1 - Low,20,0 - Unknown,Open,7/5/2020
893-803698-5488-7-F,Torrey,Shedden,Security and Governance,Access/Login,Issue,3 - High,25,0 - Unknown,Open,9/25/2020
614-313800-0245-5-H,Bunnie,Fendley,Software,Access/Login,Issue,1 - Low,20,3 - Highly Satisfied,Open,6/29/2020
715-210726-3875-5-M,Junette,Gilyott,Software,Software,Issue,0 - Unassigned,14,0 - Unknown,Open,4/8/2020
971-958571-0476-0-A,Dulciana,Shuard,Software,Access/Login,Issue,3 - High,31,0 - Unknown,Open,7/11/2020
429-027728-5739-7-A,Deonne,Culligan,Security and Governance,Access/Login,Request,1 - Low,16,3 - Highly Satisfied,Open,3/16/2020
920-209227-8367-6-I,Lorne,Grain,Software,Access/Login,Request,0 - Unassigned,25,0 - Unknown,Open,6/25/2020
977-641774-9144-0-L,Crin,De Beauchemp,Hardware,Hardware,Request,0 - Unassigned,20,2 - Satisfied,Open,10/5/2020
059-632548-4371-1-M,Doy,Leathem,Architecture,Hardware,Request,2 - Medium,34,1 - Unsatisfied,Open,7/24/2020
083-634866-8701-3-L,Dulcinea,Persich,Networking,Hardware,Issue,0 - Unassigned,5,0 - Unknown,Waiting for Requestor Feedback,9/26/2020
637-609406-2382-9-T,Dorella,Chupin,Software,Software,Issue,2 - Medium,36,0 - Unknown,Open,7/16/2020
093-878868-3728-1-W,Nealson,Nardoni,Networking,Systems,Request,3 - High,37,1 - Unsatisfied,Open,4/10/2020
984-398854-6721-9-A,Jule,Daunay,Security and Governance,Access/Login,Request,1 - Low,23,1 - Unsatisfied,Open,3/1/2020
613-457706-6447-1-M,Maddi,Chattell,Security and Governance,Access/Login,Request,0 - Unassigned,36,3 - Highly Satisfied,Waiting for Requestor Feedback,3/28/2020
418-398670-9204-2-C,Kelley,Strauss,Hardware,Hardware,Issue,0 - Unassigned,12,3 - Highly Satisfied,Open,8/13/2020
249-925553-8316-0-Z,Kelley,Derell,Hardware,Systems,Issue,2 - Medium,12,0 - Unknown,Open,7/13/2020
733-820620-0384-8-Q,Ellery,Vowdon,Hardware,Systems,Request,1 - Low,16,0 - Unknown,Open,5/18/2020
067-934857-7668-3-V,Olvan,Doutch,Security and Governance,Access/Login,Request,0 - Unassigned,31,0 - Unknown,Open,9/15/2020
440-167795-5476-1-N,Mischa,Howatt,Hardware,Systems,Request,2 - Medium,20,1 - Unsatisfied,Open,4/19/2020
363-103446-7644-3-C,Brander,Learned,Security and Governance,Access/Login,Issue,1 - Low,5,3 - Highly Satisfied,Open,6/11/2020
919-114427-0970-7-Z,Athene,Uridge,Software,Access/Login,Issue,0 - Unassigned,17,2 - Satisfied,Waiting for Requestor Feedback,5/14/2020
302-261421-9589-2-G,Erny,Tatershall,Networking,Access/Login,Issue,0 - Unassigned,4,3 - Highly Satisfied,Open,10/2/2020
835-545606-2787-3-L,Orella,Salla,Architecture,Hardware,Request,2 - Medium,35,0 - Unknown,Open,5/1/2020
203-080134-0555-7-Q,Bren,Spawforth,Networking,Hardware,Issue,1 - Low,24,0 - Unknown,Open,4/8/2020
769-239473-0599-9-D,Lenee,Mumm,Networking,Hardware,Issue,2 - Medium,7,0 - Unknown,Open,6/17/2020
850-726512-0553-3-U,Astrix,Northcott,Security and Governance,Access/Login,Issue,1 - Low,31,1 - Unsatisfied,Open,9/17/2020
210-233155-8137-6-H,Mattias,Naptine,Hardware,Hardware,Request,2 - Medium,32,1 - Unsatisfied,Open,3/16/2020
384-118516-5690-1-F,Dennis,Drennan,Networking,Systems,Issue,2 - Medium,28,0 - Unknown,Open,10/28/2020
999-632048-4566-8-I,Lars,Sorley,Architecture,Hardware,Issue,2 - Medium,4,0 - Unknown,Resolved,4/18/2020
276-698758-3733-4-R,Jamal,Brigham,Networking,Access/Login,Issue,1 - Low,23,3 - Highly Satisfied,Open,5/3/2020
964-516224-7519-8-I,Giacinta,Cino,Networking,Systems,Request,3 - High,4,2 - Satisfied,Open,8/11/2020
136-324223-5649-5-L,Meade,Tolomio,Hardware,Hardware,Request,1 - Low,11,0 - Unknown,Resolved,8/15/2020
175-480727-6286-0-K,Gertrudis,Schriren,Software,Software,Issue,3 - High,15,1 - Unsatisfied,Open,8/25/2020
218-767348-9684-3-S,Cirstoforo,Klemmt,Hardware,Systems,Issue,1 - Low,8,2 - Satisfied,Open,6/10/2020
568-857977-9685-8-D,Freddy,Habert,Networking,Hardware,Request,3 - High,3,2 - Satisfied,Waiting for Requestor Feedback,7/12/2020
987-631850-3679-3-R,Lurleen,Bundy,Architecture,Systems,Issue,0 - Unassigned,30,0 - Unknown,Open,8/7/2020
676-496163-7933-1-L,Burg,Stearley,Networking,Hardware,Request,3 - High,5,0 - Unknown,Open,8/13/2020
109-059061-0139-7-N,Sidoney,Charlin,Hardware,Systems,Issue,2 - Medium,25,0 - Unknown,Open,6/14/2020
794-495290-3962-8-P,Carine,Doel,Software,Access/Login,Request,0 - Unassigned,10,2 - Satisfied,Open,10/1/2020
722-272616-3873-6-H,Malinda,Aleixo,Hardware,Hardware,Request,0 - Unassigned,16,1 - Unsatisfied,Open,5/21/2020
135-227929-4568-7-Y,Des,Boutwell,Architecture,Systems,Request,2 - Medium,36,2 - Satisfied,Open,8/16/2020
102-018601-4903-3-D,Niels,Escot,Networking,Systems,Issue,2 - Medium,11,0 - Unknown,Open,4/1/2020
699-476821-6831-7-J,Nicki,Rabat,Software,Access/Login,Request,2 - Medium,3,0 - Unknown,Open,4/28/2020
165-991818-4745-6-W,Doralynne,Rushsorth,Hardware,Systems,Issue,1 - Low,12,3 - Highly Satisfied,Open,4/28/2020
059-479469-4627-8-E,Valentina,Raymen,Networking,Hardware,Request,2 - Medium,31,3 - Highly Satisfied,Waiting for Requestor Feedback,4/21/2020
623-316005-5544-2-C,Troy,Champ,Security and Governance,Access/Login,Request,3 - High,28,0 - Unknown,Open,10/15/2020
395-001434-2517-2-L,Billie,Simnett,Networking,Access/Login,Request,1 - Low,16,0 - Unknown,Waiting for Requestor Feedback,8/14/2020
194-394414-3236-3-H,Reggie,McClary,Security and Governance,Access/Login,Request,0 - Unassigned,5,2 - Satisfied,Open,8/12/2020
057-540556-0185-9-O,Breena,Kerslake,Hardware,Hardware,Request,3 - High,5,3 - Highly Satisfied,Resolved,7/4/2020
968-836836-2753-7-D,Stacy,Andrivot,Architecture,Systems,Request,0 - Unassigned,15,0 - Unknown,Open,6/24/2020
024-288907-1992-8-K,Phedra,Jurgen,Architecture,Systems,Request,0 - Unassigned,29,0 - Unknown,Open,4/7/2020
970-237109-7413-9-F,Dianna,Didsbury,Software,Software,Issue,0 - Unassigned,32,0 - Unknown,Open,3/16/2020
758-960769-6756-2-I,Natasha,Creany,Hardware,Hardware,Issue,3 - High,12,0 - Unknown,Open,3/11/2020
798-083161-5747-1-H,Kariotta,Fleming,Software,Access/Login,Request,0 - Unassigned,32,2 - Satisfied,Open,10/7/2020
080-005140-4182-4-J,Angelita,Allone,Security and Governance,Access/Login,Issue,1 - Low,3,3 - Highly Satisfied,Open,4/6/2020
353-905809-3963-4-F,Donnajean,Melanaphy,Hardware,Systems,Issue,2 - Medium,3,3 - Highly Satisfied,Waiting for Requestor Feedback,6/12/2020
907-643730-0823-4-M,Beale,Margram,Networking,Access/Login,Request,1 - Low,22,3 - Highly Satisfied,Open,5/21/2020
869-384447-8432-5-O,Lynde,Cadell,Security and Governance,Access/Login,Issue,3 - High,13,3 - Highly Satisfied,Open,7/10/2020
267-301283-4847-9-Q,Rhody,Hoggins,Networking,Access/Login,Issue,2 - Medium,35,0 - Unknown,Open,4/6/2020
724-406121-8998-5-A,Windham,Jorck,Software,Software,Issue,1 - Low,3,1 - Unsatisfied,Open,7/17/2020
816-518065-4733-8-M,Jodie,Gauld,Architecture,Hardware,Request,1 - Low,5,1 - Unsatisfied,Open,5/2/2020
478-993575-3580-8-C,Kaela,Kewish,Hardware,Hardware,Issue,0 - Unassigned,10,1 - Unsatisfied,Open,8/11/2020
390-914484-0255-5-L,Joanna,Berkeley,Security and Governance,Access/Login,Request,0 - Unassigned,16,0 - Unknown,Open,4/26/2020
207-483515-4501-5-M,Lee,Barkworth,Networking,Hardware,Request,1 - Low,2,2 - Satisfied,Open,5/20/2020
304-882594-8820-1-N,Mommy,Squier,Security and Governance,Access/Login,Request,0 - Unassigned,36,2 - Satisfied,Open,8/23/2020
077-012713-9650-4-O,Aloysius,Iacavone,Software,Access/Login,Issue,0 - Unassigned,4,3 - Highly Satisfied,Open,10/4/2020
320-889993-2382-8-C,Nolie,Blaylock,Networking,Access/Login,Issue,2 - Medium,15,0 - Unknown,Closed - No Action,3/25/2020
485-600937-0333-1-U,Catriona,Battman,Hardware,Hardware,Request,2 - Medium,12,0 - Unknown,Waiting for Requestor Feedback,9/13/2020
353-478302-7582-5-H,Dory,Egle,Hardware,Hardware,Request,0 - Unassigned,25,0 - Unknown,Resolved,5/2/2020
693-472106-7896-9-G,Arabella,Handaside,Software,Access/Login,Issue,1 - Low,15,2 - Satisfied,Open,9/4/2020
315-427860-6949-1-Z,Darryl,Fabbro,Architecture,Systems,Issue,0 - Unassigned,13,1 - Unsatisfied,Open,5/17/2020
689-496718-6184-1-K,Joey,Gaddie,Architecture,Systems,Request,0 - Unassigned,5,0 - Unknown,Open,5/22/2020
532-751308-6655-4-C,Emilie,Clayworth,Hardware,Systems,Request,1 - Low,33,0 - Unknown,Open,6/8/2020
492-064138-9323-1-U,Carl,Harkin,Architecture,Systems,Issue,1 - Low,8,0 - Unknown,Open,9/7/2020
294-577475-3091-1-E,Emmerich,MacRonald,Security and Governance,Access/Login,Issue,3 - High,24,0 - Unknown,Open,10/11/2020
636-648179-4644-1-A,Anstice,Cordingly,Hardware,Systems,Issue,1 - Low,35,0 - Unknown,Waiting for Requestor Feedback,5/6/2020
626-599445-4826-7-S,Willard,Michele,Architecture,Systems,Issue,1 - Low,14,0 - Unknown,Open,5/9/2020
893-272586-7359-9-G,Lynnet,Pitchers,Architecture,Systems,Request,3 - High,28,2 - Satisfied,Open,3/14/2020
257-898297-5804-3-J,Hasty,Philipsen,Hardware,Systems,Issue,0 - Unassigned,14,2 - Satisfied,Waiting for Requestor Feedback,4/29/2020
604-428313-6154-3-K,Idaline,Luckey,Architecture,Systems,Request,1 - Low,8,2 - Satisfied,Waiting for Requestor Feedback,10/30/2020
855-647248-3375-4-Y,Vittoria,Sea,Networking,Access/Login,Issue,1 - Low,20,3 - Highly Satisfied,Closed - No Action,7/31/2020
508-493239-7818-6-N,Marge,Stefi,Architecture,Hardware,Request,2 - Medium,17,3 - Highly Satisfied,Open,6/27/2020
295-921280-0641-0-F,Vinny,Pepall,Networking,Access/Login,Request,2 - Medium,2,2 - Satisfied,Open,3/24/2020
191-705706-9468-0-L,Kara,Roddan,Architecture,Systems,Issue,1 - Low,30,2 - Satisfied,Open,4/13/2020
076-508924-2285-0-J,Skyler,Hember,Hardware,Hardware,Request,0 - Unassigned,31,1 - Unsatisfied,Waiting for Requestor Feedback,9/17/2020
351-313913-2978-4-A,Salomo,Curbishley,Architecture,Systems,Request,3 - High,36,0 - Unknown,Open,10/26/2020
168-644055-5079-4-N,Sheppard,Millwater,Software,Software,Request,2 - Medium,2,3 - Highly Satisfied,Open,9/21/2020
099-950713-0965-5-U,Max,Balsom,Networking,Systems,Request,0 - Unassigned,36,0 - Unknown,Open,8/1/2020
495-617854-0653-9-G,Ferrel,Cassely,Architecture,Systems,Request,1 - Low,13,1 - Unsatisfied,Open,6/21/2020
326-002390-7755-5-E,Tracey,Parfrey,Architecture,Systems,Request,0 - Unassigned,8,0 - Unknown,Resolved,4/19/2020
206-956302-1736-2-J,Fair,Frunks,Architecture,Hardware,Issue,1 - Low,25,3 - Highly Satisfied,Open,4/13/2020
105-336827-9356-8-Q,Holly-anne,Reddihough,Security and Governance,Access/Login,Issue,2 - Medium,18,3 - Highly Satisfied,Open,10/21/2020
725-546164-4563-9-D,Merrili,Oswal,Hardware,Hardware,Issue,1 - Low,11,1 - Unsatisfied,Open,10/24/2020
350-457372-1645-7-D,Bennie,Wigelsworth,Hardware,Systems,Issue,3 - High,10,0 - Unknown,Waiting for Requestor Feedback,10/27/2020
703-829499-0411-9-G,Lebbie,Napper,Security and Governance,Access/Login,Request,2 - Medium,37,0 - Unknown,Open,4/23/2020
062-988964-4225-0-R,Launce,Laming,Software,Software,Request,1 - Low,37,3 - Highly Satisfied,Open,7/11/2020
566-191358-5365-3-W,Addy,Kaemena,Hardware,Systems,Request,1 - Low,3,0 - Unknown,Resolved,3/10/2020
985-610979-0873-8-M,Christan,Dongate,Networking,Access/Login,Request,1 - Low,9,0 - Unknown,Open,4/11/2020
369-901853-2657-3-N,Corette,Jillings,Hardware,Systems,Request,0 - Unassigned,30,3 - Highly Satisfied,Open,3/2/2020
239-240258-8371-6-S,Dode,Furzer,Hardware,Systems,Request,1 - Low,26,1 - Unsatisfied,Waiting for Requestor Feedback,7/1/2020
118-640593-8095-4-T,Donna,Bryett,Software,Access/Login,Request,1 - Low,3,0 - Unknown,Open,5/9/2020
121-807164-2172-1-U,Lura,Barrack,Hardware,Hardware,Issue,1 - Low,16,1 - Unsatisfied,Open,10/17/2020
760-624934-8265-7-D,Suzette,Sim,Architecture,Systems,Issue,3 - High,10,0 - Unknown,Open,6/17/2020
358-994089-9586-9-R,Dell,Tottem,Security and Governance,Access/Login,Issue,0 - Unassigned,10,0 - Unknown,Open,8/7/2020
126-499374-2082-9-D,Joseito,Buxton,Software,Software,Request,1 - Low,21,3 - Highly Satisfied,Open,10/25/2020
373-609251-8245-6-P,Sabina,Chapell,Security and Governance,Access/Login,Request,0 - Unassigned,23,0 - Unknown,Resolved,5/5/2020
777-627993-5743-2-P,Cletis,Cholonin,Security and Governance,Access/Login,Request,0 - Unassigned,32,1 - Unsatisfied,Resolved,7/27/2020
676-171149-1380-4-J,Christie,Stygall,Software,Software,Request,0 - Unassigned,18,2 - Satisfied,Open,8/4/2020
667-666982-4484-2-P,Kip,Novacek,Architecture,Systems,Issue,3 - High,17,3 - Highly Satisfied,Open,6/26/2020
745-093911-4538-6-M,Brandea,Spino,Networking,Hardware,Issue,1 - Low,15,2 - Satisfied,Open,9/19/2020
571-346900-0869-1-G,Koral,Bugg,Hardware,Hardware,Request,2 - Medium,37,3 - Highly Satisfied,Open,9/4/2020
551-549898-9653-8-B,Blaire,Montacute,Architecture,Systems,Issue,0 - Unassigned,13,0 - Unknown,Open,9/8/2020
197-749313-4432-5-N,Arlena,Andreev,Hardware,Hardware,Issue,3 - High,25,2 - Satisfied,Closed - No Action,5/16/2020
976-726130-3113-7-F,Georgena,Ells,Software,Access/Login,Issue,2 - Medium,29,2 - Satisfied,Waiting for Requestor Feedback,10/20/2020
910-159725-5902-9-K,Craggie,Middlewick,Hardware,Hardware,Request,1 - Low,7,3 - Highly Satisfied,Open,7/31/2020
944-440774-2320-4-O,Whitman,Meechan,Software,Software,Request,1 - Low,7,3 - Highly Satisfied,Open,7/5/2020
297-344792-4334-6-I,Harper,MacSkeagan,Architecture,Hardware,Request,0 - Unassigned,26,3 - Highly Satisfied,Open,10/29/2020
672-759429-4575-2-M,Kendrick,Hurnell,Networking,Access/Login,Issue,0 - Unassigned,13,0 - Unknown,Open,9/2/2020
130-570558-6392-6-Q,Perla,Kellog,Hardware,Hardware,Issue,1 - Low,6,3 - Highly Satisfied,Resolved,7/8/2020
076-696311-2095-7-Q,Jonah,Ionesco,Hardware,Hardware,Request,2 - Medium,7,0 - Unknown,Resolved,9/12/2020
470-123127-3275-6-R,Sally,Kirwood,Software,Access/Login,Issue,2 - Medium,28,0 - Unknown,Waiting for Requestor Feedback,4/7/2020
045-972039-0414-7-V,Marita,Stile,Hardware,Systems,Request,3 - High,35,0 - Unknown,Open,10/10/2020
020-910805-9774-4-V,Milton,Marchand,Security and Governance,Access/Login,Request,0 - Unassigned,24,2 - Satisfied,Resolved,8/1/2020
031-000845-5169-9-R,Merry,Lince,Networking,Systems,Request,0 - Unassigned,18,2 - Satisfied,Open,5/18/2020
359-807432-8633-0-U,Ruddy,Cuniam,Architecture,Hardware,Request,0 - Unassigned,19,0 - Unknown,Open,4/20/2020
356-005789-2521-7-H,Theda,McCord,Software,Software,Request,3 - High,19,3 - Highly Satisfied,Open,7/23/2020
040-353085-7641-0-A,Sara,Heaney`,Architecture,Systems,Request,2 - Medium,22,0 - Unknown,Open,8/6/2020
896-131231-7558-6-J,Gavin,Johananoff,Networking,Systems,Issue,0 - Unassigned,2,3 - Highly Satisfied,Resolved,3/14/2020
796-486296-3309-4-J,Margalo,Vassar,Architecture,Hardware,Issue,1 - Low,11,3 - Highly Satisfied,Resolved,8/5/2020
300-993016-2102-2-D,Anatol,Catterill,Security and Governance,Access/Login,Issue,0 - Unassigned,2,1 - Unsatisfied,Open,10/28/2020
439-326040-5610-9-J,Mitchael,Lelliott,Architecture,Systems,Request,0 - Unassigned,3,2 - Satisfied,Open,4/19/2020
051-611265-5426-4-Z,Benito,Overpool,Security and Governance,Access/Login,Request,1 - Low,14,0 - Unknown,Open,7/22/2020
398-252979-9276-2-B,Tammy,McLardie,Architecture,Systems,Request,2 - Medium,8,0 - Unknown,Open,7/10/2020
935-284575-6248-0-U,Thoma,Heaney`,Software,Software,Issue,1 - Low,24,3 - Highly Satisfied,Open,9/25/2020
157-574402-7077-1-E,Carmelia,O' Reagan,Hardware,Systems,Request,0 - Unassigned,12,0 - Unknown,Resolved,3/18/2020
332-848743-5660-0-K,Emmet,Cumbridge,Software,Access/Login,Issue,3 - High,10,0 - Unknown,Open,10/9/2020
122-650741-2313-6-J,Blinni,Mussettini,Software,Software,Issue,2 - Medium,16,0 - Unknown,Open,3/20/2020
903-402792-3992-7-T,Tobey,Portman,Hardware,Systems,Issue,0 - Unassigned,19,2 - Satisfied,Open,9/10/2020
558-712271-2454-7-A,Natty,Dabernott,Hardware,Hardware,Request,1 - Low,17,1 - Unsatisfied,Open,9/9/2020
096-332602-5016-8-W,Aldous,Flanders,Software,Software,Request,2 - Medium,34,3 - Highly Satisfied,Waiting for Requestor Feedback,6/7/2020
599-247193-1638-6-Y,Winnie,Likly,Hardware,Systems,Issue,1 - Low,31,0 - Unknown,Waiting for Requestor Feedback,8/16/2020
024-762670-5321-3-H,Bea,Brookes,Networking,Systems,Issue,1 - Low,17,3 - Highly Satisfied,Resolved,9/11/2020
003-067039-0940-1-W,Lyell,Wyse,Networking,Systems,Request,2 - Medium,22,2 - Satisfied,Open,5/12/2020
722-388737-8479-3-F,Lenna,D'Elia,Security and Governance,Access/Login,Request,3 - High,27,0 - Unknown,Open,9/14/2020
519-040604-1942-8-U,Jolynn,Clemence,Architecture,Systems,Request,0 - Unassigned,21,0 - Unknown,Open,3/28/2020
510-970662-8663-1-P,Rufus,How,Software,Access/Login,Request,0 - Unassigned,37,0 - Unknown,Resolved,4/28/2020
588-098757-8451-0-H,Hamish,De Freyne,Software,Access/Login,Request,0 - Unassigned,31,0 - Unknown,Open,10/12/2020
821-185539-8860-2-V,Butch,Davidof,Architecture,Systems,Issue,1 - Low,26,2 - Satisfied,Open,10/29/2020
113-359494-5385-1-I,Paule,Sauvan,Networking,Systems,Request,2 - Medium,5,3 - Highly Satisfied,Open,10/4/2020
649-935687-5799-2-D,Archaimbaud,Chumley,Architecture,Hardware,Request,1 - Low,6,2 - Satisfied,Open,5/11/2020
266-238370-5950-2-U,Maddi,Gilffillan,Software,Access/Login,Issue,2 - Medium,28,0 - Unknown,Open,9/1/2020
092-737775-5144-1-Z,Sheilakathryn,Dracey,Security and Governance,Access/Login,Issue,0 - Unassigned,9,2 - Satisfied,Open,6/21/2020
582-927726-7057-9-K,Berenice,Bugdell,Software,Access/Login,Issue,1 - Low,26,3 - Highly Satisfied,Resolved,3/17/2020
267-791801-3538-2-L,Krysta,Hansed,Software,Software,Request,2 - Medium,33,0 - Unknown,Open,8/30/2020
160-627898-7978-3-N,Laverne,Barthelmes,Security and Governance,Access/Login,Request,0 - Unassigned,36,0 - Unknown,Open,5/22/2020
372-061616-1703-2-R,Dyna,Giberd,Hardware,Systems,Request,0 - Unassigned,9,0 - Unknown,Open,5/16/2020
239-022879-6208-8-U,Gerick,Farbrother,Software,Software,Issue,2 - Medium,21,2 - Satisfied,Waiting for Requestor Feedback,6/20/2020
478-207128-5715-8-P,Vanny,Atlay,Hardware,Hardware,Request,2 - Medium,2,0 - Unknown,Open,10/12/2020
050-541239-1722-3-N,Guss,Eldershaw,Networking,Systems,Request,1 - Low,5,0 - Unknown,Open,6/6/2020
689-199382-2303-0-B,Janenna,Flemmich,Architecture,Systems,Issue,2 - Medium,19,2 - Satisfied,Open,3/23/2020
582-323334-4583-2-H,Johanna,Matresse,Hardware,Hardware,Request,1 - Low,19,1 - Unsatisfied,Open,10/22/2020
463-842646-9246-0-H,Shaylynn,Lackney,Hardware,Systems,Issue,2 - Medium,36,2 - Satisfied,Open,3/16/2020
045-394276-4370-6-B,Doretta,Goodridge,Networking,Access/Login,Issue,1 - Low,21,2 - Satisfied,Open,8/19/2020
520-249642-1434-7-Q,Brear,Clibbery,Security and Governance,Access/Login,Issue,0 - Unassigned,20,0 - Unknown,Open,6/20/2020
046-149980-7620-8-A,Rena,Berthon,Software,Access/Login,Request,2 - Medium,36,1 - Unsatisfied,Resolved,9/8/2020
570-447243-5225-8-M,Clim,Imlaw,Hardware,Systems,Issue,2 - Medium,4,0 - Unknown,Open,10/5/2020
687-373530-0440-6-C,Twyla,Ferrier,Hardware,Hardware,Request,0 - Unassigned,34,0 - Unknown,Open,5/14/2020
922-200644-2315-6-H,Scarlett,Liepina,Security and Governance,Access/Login,Issue,1 - Low,32,2 - Satisfied,Open,6/10/2020
206-330080-1644-5-X,Kasey,Currall,Security and Governance,Access/Login,Issue,2 - Medium,23,0 - Unknown,Resolved,9/3/2020
999-166086-5919-3-E,Fara,Rapinett,Security and Governance,Access/Login,Request,0 - Unassigned,6,2 - Satisfied,Waiting for Requestor Feedback,5/14/2020
282-081034-6649-4-D,Juli,Gamlyn,Software,Software,Issue,3 - High,30,0 - Unknown,Open,10/27/2020
841-262597-2659-0-J,Maude,Browncey,Security and Governance,Access/Login,Request,1 - Low,17,1 - Unsatisfied,Open,7/24/2020
024-290102-6369-4-J,Oliver,Jado,Security and Governance,Access/Login,Issue,0 - Unassigned,7,3 - Highly Satisfied,Waiting for Requestor Feedback,6/24/2020
414-428195-0646-1-K,Aarika,Marnes,Networking,Systems,Request,2 - Medium,35,0 - Unknown,Open,4/1/2020
069-822293-0591-8-E,Carney,Drayn,Software,Software,Request,1 - Low,26,0 - Unknown,Open,7/25/2020
734-213729-6745-8-B,Phyllis,Burgh,Software,Software,Issue,2 - Medium,20,0 - Unknown,Open,10/5/2020
189-336306-7220-7-L,Webster,Grouer,Hardware,Systems,Request,1 - Low,5,3 - Highly Satisfied,Open,7/3/2020
213-809370-7963-9-T,Jae,Abrahamsen,Security and Governance,Access/Login,Issue,1 - Low,35,2 - Satisfied,Resolved,5/19/2020
201-185668-5917-6-Z,Gill,Hussey,Security and Governance,Access/Login,Request,2 - Medium,6,0 - Unknown,Open,4/28/2020
792-593978-8051-8-L,Cleve,Borres,Networking,Access/Login,Issue,2 - Medium,8,2 - Satisfied,Open,3/12/2020
346-936334-5609-7-D,Cam,Carlisi,Networking,Hardware,Request,0 - Unassigned,24,2 - Satisfied,Open,9/15/2020
644-565624-4666-3-D,Ripley,Litel,Hardware,Hardware,Issue,1 - Low,1,0 - Unknown,Open,4/16/2020
506-167328-6034-6-I,Esme,Snazle,Software,Software,Request,1 - Low,25,3 - Highly Satisfied,Open,7/27/2020
201-991713-5475-0-E,Nedi,Tassaker,Software,Access/Login,Request,3 - High,13,3 - Highly Satisfied,Open,6/22/2020
818-738072-4469-9-O,Angie,Avent,Networking,Access/Login,Issue,1 - Low,8,0 - Unknown,Closed - No Action,4/12/2020
870-992866-3135-4-E,Emelina,Canepe,Software,Software,Request,0 - Unassigned,17,0 - Unknown,Resolved,7/29/2020
303-717024-1038-2-K,Collette,Tibbs,Architecture,Systems,Issue,0 - Unassigned,31,2 - Satisfied,Open,6/4/2020
215-563388-7156-5-Z,Lusa,Allcroft,Architecture,Hardware,Request,3 - High,6,3 - Highly Satisfied,Open,6/20/2020
